,year,mileage,engineSize,Automatic,Manual,OtherTransmission,Semi-Auto,Diesel,Hybrid,OtherFuel,Petrol,price
57,2017,23000,2.1,1,0,0,0,1,0,0,0,19950
58,2014,78000,2.1,1,0,0,0,1,0,0,0,9990
59,2015,47000,2.1,1,0,0,0,1,0,0,0,11990
60,2017,18000,2.1,1,0,0,0,1,0,0,0,20990
61,2015,64000,2.1,1,0,0,0,1,0,0,0,14490
62,2013,50000,2.1,1,0,0,0,1,0,0,0,10490
63,2016,65000,2.1,1,0,0,0,1,0,0,0,15990
64,2016,38000,2.1,1,0,0,0,1,0,0,0,17850
65,2016,70000,2.1,1,0,0,0,1,0,0,0,16450
66,2013,69000,2.1,1,0,0,0,1,0,0,0,11350
67,2014,41000,1.6,1,0,0,0,0,0,0,1,12900
68,2018,16250,1.5,1,0,0,0,0,0,0,1,26000
69,2017,30676,2.1,1,0,0,0,1,0,0,0,22767
70,2015,40005,2.1,1,0,0,0,1,0,0,0,12000
71,2017,38000,2.0,1,0,0,0,0,1,0,0,18999
72,2016,45000,2.1,1,0,0,0,1,0,0,0,14000
73,2015,40005,2.1,1,0,0,0,1,0,0,0,12000
74,2009,120000,2.1,1,0,0,0,1,0,0,0,4343
75,2016,51936,2.1,1,0,0,0,1,0,0,0,16500
76,2019,4000,2.0,1,0,0,0,1,0,0,0,27750
77,2019,8500,2.0,1,0,0,0,1,0,0,0,28950
78,2007,119168,1.8,1,0,0,0,0,0,0,1,3495
79,2017,21800,4.0,1,0,0,0,0,0,0,1,59740
80,2019,19999,4.0,1,0,0,0,0,0,0,1,44990
81,2019,1600,4.0,1,0,0,0,0,0,0,1,54990
82,2015,46221,2.1,1,0,0,0,1,0,0,0,15995
83,2016,45000,2.1,1,0,0,0,1,0,0,0,14000
84,2015,40005,2.1,1,0,0,0,1,0,0,0,12000
85,2017,30676,2.1,1,0,0,0,1,0,0,0,22767
86,2014,52712,2.1,0,0,0,1,1,0,0,0,12998
87,2017,59858,2.1,0,0,0,1,1,0,0,0,17998
88,2019,22,1.6,0,1,0,0,0,0,0,1,28998
89,2017,28234,2.0,0,0,0,1,0,0,0,1,24998
90,2016,22803,2.1,0,0,0,1,1,0,0,0,19498
91,2018,17093,2.1,0,0,0,1,1,0,0,0,23498
92,2019,8150,1.6,0,0,0,1,1,0,0,0,25498
93,2019,9344,2.0,0,0,0,1,1,0,0,0,24998
94,2016,31891,2.0,0,0,0,1,0,1,0,0,18498
95,2014,36243,2.1,0,0,0,1,1,0,0,0,15498
96,2017,33000,2.1,0,0,0,1,1,0,0,0,20995
97,2018,11300,3.0,0,0,0,1,0,0,0,1,31995
98,2017,32800,2.1,0,0,0,1,1,0,0,0,23995
99,2014,37600,2.1,1,0,0,0,1,0,0,0,16995
100,2017,14000,2.0,1,0,0,0,0,0,0,1,24995
101,2014,24175,6.2,0,0,0,1,0,0,0,1,26998
102,2016,27968,2.1,0,0,0,1,1,0,0,0,20498
103,2018,9255,2.0,0,0,0,1,1,0,0,0,27498
104,2016,26973,1.6,0,0,0,1,1,0,0,0,16998
105,2018,12491,2.1,0,0,0,1,1,0,0,0,27498
106,2019,14999,2.0,0,0,0,1,1,0,0,0,27698
107,2016,37941,3.0,0,0,0,1,0,0,0,1,27498
108,2019,11301,2.0,0,0,0,1,1,0,0,0,32498
109,2019,12629,2.1,0,0,0,1,1,0,0,0,24498
110,2017,20981,2.1,0,0,0,1,1,0,0,0,21498
111,2017,23760,2.1,0,0,0,1,1,0,0,0,18998
112,2014,26216,2.1,0,0,0,1,1,0,0,0,15998
113,2013,80485,2.1,0,0,0,1,1,0,0,0,9298
114,2018,18739,2.1,0,0,0,1,1,0,0,0,22998
115,2016,53453,2.1,0,1,0,0,1,0,0,0,12998
116,2016,23090,2.1,0,0,0,1,1,0,0,0,22998
117,2016,26100,2.1,0,1,0,0,1,0,0,0,17998
118,2019,4285,2.0,0,0,0,1,1,0,0,0,28498
119,2016,28388,1.6,0,0,0,1,1,0,0,0,18998
120,2017,16902,2.1,0,0,0,1,1,0,0,0,20998
121,2016,31227,2.1,0,0,0,1,1,0,0,0,21998
122,2015,24010,1.6,0,1,0,0,1,0,0,0,13998
123,2019,15838,2.0,0,0,0,1,1,0,0,0,24498
124,2017,17657,2.1,0,0,0,1,0,1,0,0,20998
125,2019,4977,2.0,0,0,0,1,1,0,0,0,30498
126,2016,24756,2.1,0,0,0,1,1,0,0,0,19498
127,2014,41416,2.1,0,0,0,1,1,0,0,0,15298
128,2019,3814,1.5,0,0,0,1,0,0,0,1,33998
129,2019,17,1.5,0,0,0,1,0,0,0,1,32998
130,2016,37080,2.1,0,0,0,1,1,0,0,0,16498
131,2016,73582,2.1,0,0,0,1,1,0,0,0,15498
132,2014,23772,2.1,0,0,0,1,1,0,0,0,15498
133,2017,28808,2.1,0,0,0,1,1,0,0,0,18998
134,2019,10000,2.0,0,0,0,1,1,0,0,0,24495
135,2016,26413,2.1,0,0,0,1,1,0,0,0,18990
136,2014,98000,2.1,0,1,0,0,1,0,0,0,10995
137,2014,39920,2.1,0,0,0,1,1,0,0,0,15698
138,2019,10455,1.5,0,0,0,1,0,0,0,1,22498
139,2016,27644,2.1,0,0,0,1,1,0,0,0,19298
140,2017,63916,2.0,0,0,0,1,0,1,0,0,16498
141,2018,15383,1.5,0,0,0,1,0,0,0,1,19998
142,2018,21929,2.1,0,0,0,1,1,0,0,0,20685
143,2018,16900,2.1,0,0,0,1,1,0,0,0,20489
144,2017,34015,2.1,0,1,0,0,1,0,0,0,13800
145,2019,2000,2.0,0,0,0,1,0,0,0,1,31998
146,2019,28000,2.0,0,0,0,1,0,0,0,1,29998
147,2019,22400,1.5,0,0,0,1,0,0,0,1,24998
148,2019,2878,2.0,0,0,0,1,0,0,0,1,32998
149,2019,4500,2.0,0,0,0,1,0,0,0,1,32998
150,2019,836,2.0,0,0,0,1,0,0,0,1,29998
151,2017,14462,2.1,0,0,0,1,1,0,0,0,23998
152,2016,23429,2.0,0,0,0,1,0,1,0,0,20998
153,2017,20764,2.1,1,0,0,0,1,0,0,0,16498
154,2013,31706,2.1,0,0,0,1,1,0,0,0,11998
155,2015,55000,2.1,1,0,0,0,1,0,0,0,12495
156,2019,10059,1.5,1,0,0,0,0,0,0,1,19298
157,2019,10357,2.0,0,0,0,1,1,0,0,0,23998
158,2015,50374,2.1,0,0,0,1,1,0,0,0,12495
159,2015,42471,2.1,0,0,0,1,0,1,0,0,17498
160,2016,41974,2.1,0,1,0,0,1,0,0,0,16198
161,2017,20618,2.1,0,0,0,1,1,0,0,0,18498
162,2019,15536,1.5,0,0,0,1,0,0,0,1,24998
163,2019,16103,1.5,0,0,0,1,0,0,0,1,24998
164,2019,14576,1.5,0,0,0,1,0,0,0,1,21998
165,2018,6198,2.0,0,0,0,1,1,0,0,0,29498
166,2018,6265,2.0,0,0,0,1,1,0,0,0,29498
167,2016,21786,2.1,0,0,0,1,1,0,0,0,16998
168,2019,1558,1.5,0,0,0,1,0,0,0,1,33998
169,2019,2258,1.5,0,0,0,1,0,0,0,1,32998
170,2017,26866,2.1,0,0,0,1,1,0,0,0,18998
171,2019,1887,1.5,0,0,0,1,0,0,0,1,32498
172,2017,9676,2.1,0,0,0,1,1,0,0,0,25798
173,2018,7894,2.1,0,0,0,1,1,0,0,0,20498
174,2017,26179,2.1,0,0,0,1,1,0,0,0,18498
175,2016,21945,2.0,0,1,0,0,0,0,0,1,14498
176,2019,2195,2.0,0,0,0,1,1,0,0,0,29498
177,2017,16291,2.0,0,0,0,1,0,0,0,1,17998
178,2015,38438,2.1,0,1,0,0,1,0,0,0,13498
179,2016,25107,2.0,1,0,0,0,0,1,0,0,19698
180,2017,20491,2.1,0,0,0,1,0,1,0,0,22498
181,2015,52792,1.6,0,1,0,0,1,0,0,0,11998
182,2013,30035,1.6,0,0,0,1,0,0,0,1,11998
183,2020,3620,2.0,0,0,0,1,0,1,0,0,39998
184,2019,19204,2.0,0,0,0,1,1,0,0,0,23498
185,2019,10,4.0,0,0,0,1,0,0,0,1,57998
186,2015,46155,2.1,0,0,0,1,1,0,0,0,16315
187,2016,49494,2.1,0,0,0,1,1,0,0,0,13991
188,2016,43014,2.1,0,0,0,1,1,0,0,0,16998
189,2017,29283,2.1,0,0,0,1,1,0,0,0,16498
190,2016,38830,2.1,0,0,0,1,1,0,0,0,16998
191,2016,49761,2.1,0,1,0,0,1,0,0,0,13690
192,2014,31801,2.1,0,0,0,1,1,0,0,0,14490
193,2017,22349,2.0,0,0,0,1,0,0,0,1,17998
194,2019,8520,2.0,0,0,0,1,1,0,0,0,29998
195,2017,27493,2.1,0,0,0,1,0,1,0,0,18998
196,2018,15075,2.0,0,0,0,1,0,0,0,1,18998
197,2019,5116,2.0,0,0,0,1,1,0,0,0,28998
198,2019,15009,1.5,0,0,0,1,0,0,0,1,24998
199,2018,6787,2.0,0,0,0,1,1,0,0,0,27998
200,2015,32409,2.1,0,0,0,1,1,0,0,0,16798
201,2017,23690,2.1,0,0,0,1,1,0,0,0,19998
202,2020,101,2.0,0,0,0,1,1,0,0,0,29950
203,2017,22485,2.1,0,0,0,1,0,1,0,0,20790
204,2013,41921,1.6,0,0,0,1,0,0,0,1,9490
205,2017,35488,2.1,0,0,0,1,1,0,0,0,15690
206,2017,41647,2.1,0,1,0,0,1,0,0,0,14990
207,2015,24923,2.1,0,0,0,1,1,0,0,0,17290
208,2018,11810,2.1,0,0,0,1,1,0,0,0,19490
209,2019,2000,2.0,0,0,0,1,1,0,0,0,28990
210,2017,6668,2.1,1,0,0,0,1,0,0,0,24990
211,2014,19562,6.2,0,0,0,1,0,0,0,1,28990
212,2016,29201,1.6,0,0,0,1,1,0,0,0,16298
213,2016,19864,2.1,0,1,0,0,1,0,0,0,14698
214,2016,22117,2.0,0,1,0,0,0,0,0,1,13998
215,2015,43331,2.1,0,0,0,1,1,0,0,0,14698
216,2014,51929,2.1,0,0,0,1,1,0,0,0,10498
217,2015,42245,2.1,0,0,0,1,1,0,0,0,11998
218,2016,42062,2.0,1,0,0,0,0,0,0,1,15698
219,2015,43883,2.1,0,0,0,1,1,0,0,0,16998
220,2016,36587,2.0,0,0,0,1,0,1,0,0,17998
221,2017,42036,2.1,0,0,0,1,1,0,0,0,20998
222,2016,36538,1.6,0,0,0,1,1,0,0,0,13691
223,2014,56000,2.1,0,1,0,0,1,0,0,0,13491
224,2017,11986,2.0,0,0,0,1,0,0,0,1,21998
225,2015,38783,2.1,0,0,0,1,1,0,0,0,14500
226,2017,38051,2.1,0,0,0,1,1,0,0,0,15990
227,2016,10542,2.0,0,0,0,1,0,0,0,1,20490
228,2018,3033,1.5,0,0,0,1,0,0,0,1,20890
229,2014,59884,2.1,0,0,0,1,1,0,0,0,14490
230,2018,1871,1.5,0,0,0,1,0,0,0,1,21990
231,2015,32594,2.1,0,0,0,1,1,0,0,0,14750
232,2019,1474,3.0,1,0,0,0,0,0,0,1,44990
233,2019,15210,1.5,0,0,0,1,0,0,0,1,24690
234,2017,49783,2.1,0,0,0,1,1,0,0,0,18270
235,2018,7175,2.0,1,0,0,0,1,0,0,0,26625
236,2015,35034,2.0,0,0,0,1,0,0,0,1,13361
237,2017,35576,2.1,0,0,0,1,1,0,0,0,17490
238,2019,13888,2.0,1,0,0,0,1,0,0,0,26427
239,2019,4703,2.0,0,0,0,1,1,0,0,0,29290
240,2017,8143,2.1,0,0,0,1,1,0,0,0,23047
241,2015,57066,1.6,0,0,0,1,1,0,0,0,13621
242,2017,25296,2.1,0,0,0,1,1,0,0,0,18200
243,2017,29907,2.1,0,0,0,1,1,0,0,0,16991
244,2018,5659,2.0,0,0,0,1,0,0,0,1,23498
245,2015,23063,2.1,0,0,0,1,1,0,0,0,14698
246,2013,60948,2.1,0,0,0,1,1,0,0,0,9798
247,2016,32769,2.1,1,0,0,0,1,0,0,0,17998
248,2017,20949,2.1,1,0,0,0,1,0,0,0,18998
249,2016,27890,2.1,0,0,0,1,1,0,0,0,20700
250,2015,11954,2.1,0,0,0,1,1,0,0,0,16990
251,2014,42879,2.1,0,0,0,1,1,0,0,0,11791
252,2015,11470,1.6,0,0,0,1,1,0,0,0,18191
253,2016,26205,2.1,0,0,0,1,1,0,0,0,20991
254,2017,61305,1.6,0,0,0,1,1,0,0,0,13321
255,2016,10561,2.1,0,0,0,1,1,0,0,0,21998
256,2017,72939,2.0,0,0,0,1,0,1,0,0,15998
257,2015,31125,2.1,0,1,0,0,1,0,0,0,13498
258,2017,37194,2.1,0,0,0,1,1,0,0,0,20871
259,2018,2240,2.0,0,0,0,1,0,0,0,1,25891
260,2017,21023,2.1,0,0,0,1,1,0,0,0,20591
261,2016,35975,2.1,0,0,0,1,1,0,0,0,19991
262,2015,55226,2.1,0,0,0,1,1,0,0,0,15990
263,2019,3686,2.0,1,0,0,0,1,0,0,0,30055
264,2017,33943,2.0,1,0,0,0,0,0,0,1,21650
265,2018,9699,2.0,0,0,0,1,0,0,0,1,25990
266,2017,25059,2.1,0,0,0,1,1,0,0,0,17690
267,2019,101,2.0,1,0,0,0,1,0,0,0,30950
268,2019,7006,1.5,1,0,0,0,0,0,0,1,24950
269,2015,38671,2.1,0,0,0,1,1,0,0,0,14998
270,2017,19877,2.0,0,0,0,1,0,1,0,0,19798
271,2019,7937,1.5,0,0,0,1,0,0,0,1,24498
272,2018,20027,2.1,0,0,0,1,1,0,0,0,19991
273,2017,19953,2.1,0,0,0,1,1,0,0,0,21991
274,2018,18551,2.1,0,0,0,1,1,0,0,0,22591
275,2019,14288,2.1,0,0,0,1,1,0,0,0,18790
276,2019,10485,1.5,1,0,0,0,0,0,0,1,25950
277,2020,101,2.0,0,0,0,1,1,0,0,0,29950
278,2017,27424,2.1,0,0,0,1,1,0,0,0,14990
279,2020,2985,2.0,1,0,0,0,1,0,0,0,31950
280,2016,36051,2.1,0,0,0,1,1,0,0,0,20990
281,2020,3458,1.5,1,0,0,0,0,0,0,1,28990
282,2019,6406,2.0,0,0,0,1,1,0,0,0,27000
283,2015,65000,2.1,0,0,0,1,1,0,0,0,12590
284,2018,22773,2.1,0,0,0,1,1,0,0,0,20885
285,2014,37000,6.2,0,0,0,1,0,0,0,1,25885
286,2016,30487,2.1,0,0,0,1,1,0,0,0,14965
287,2017,29814,2.1,1,0,0,0,1,0,0,0,16595
288,2018,28050,2.1,0,0,0,1,1,0,0,0,17940
289,2018,18882,2.1,0,0,0,1,1,0,0,0,19940
290,2016,27034,1.6,0,0,0,1,1,0,0,0,16498
291,2016,40620,1.6,0,0,0,1,1,0,0,0,14500
292,2019,9057,2.0,0,0,0,1,1,0,0,0,27791
293,2019,7060,2.0,0,0,0,1,1,0,0,0,26499
294,2019,4615,2.0,0,0,0,1,1,0,0,0,31990
295,2018,9250,1.5,0,0,0,1,0,0,0,1,20999
296,2019,1052,2.0,0,0,0,1,1,0,0,0,31999
297,2017,25149,2.0,0,0,0,1,0,0,0,1,17495
298,2019,5947,1.6,0,0,0,1,0,0,0,1,25495
299,2019,2749,2.0,1,0,0,0,1,0,0,0,36995
300,2019,7144,2.0,0,0,0,1,1,0,0,0,30999
301,2019,4843,2.0,0,0,0,1,1,0,0,0,29999
302,2016,44641,2.1,1,0,0,0,1,0,0,0,17880
303,2016,26682,2.1,0,1,0,0,1,0,0,0,13660
304,2016,18865,2.1,1,0,0,0,1,0,0,0,23920
305,2017,21225,2.1,0,0,0,1,1,0,0,0,22960
306,2017,52519,1.6,0,0,0,1,1,0,0,0,16590
307,2017,42000,2.1,0,0,0,1,1,0,0,0,17990
308,2019,3233,1.6,1,0,0,0,0,0,0,1,22270
309,2016,28535,2.1,0,0,0,1,1,0,0,0,22680
310,2017,32629,2.1,0,0,0,1,1,0,0,0,22440
311,2016,30748,2.1,0,0,0,1,1,0,0,0,17820
312,2016,17600,2.1,0,0,0,1,1,0,0,0,19290
313,2016,31360,2.1,0,0,0,1,1,0,0,0,16390
314,2016,19598,2.0,0,0,0,1,0,0,0,1,14450
315,2016,28192,2.1,1,0,0,0,1,0,0,0,17250
316,2016,38087,2.1,0,0,0,1,1,0,0,0,19690
317,2017,23523,2.1,0,0,0,1,1,0,0,0,19250
318,2019,7716,1.5,1,0,0,0,0,0,0,1,21980
319,2019,1647,1.5,1,0,0,0,0,0,0,1,23990
320,2019,5572,1.5,0,0,0,1,0,0,0,1,21980
321,2019,101,2.0,1,0,0,0,1,0,0,0,27990
322,2015,66796,2.1,0,0,0,1,0,1,0,0,16998
323,2016,41056,2.1,0,0,0,1,1,0,0,0,19698
324,2015,32140,2.1,0,1,0,0,1,0,0,0,15498
325,2020,1500,4.0,0,0,0,1,0,0,0,1,67999
326,2020,1500,1.5,0,0,0,1,0,0,0,1,34999
327,2016,12249,2.0,0,0,0,1,0,0,0,1,21299
328,2017,37564,2.0,0,0,0,1,0,1,0,0,17999
329,2019,14360,1.5,0,0,0,1,0,0,0,1,19999
330,2017,10288,2.0,0,0,0,1,0,0,0,1,21999
331,2016,43236,2.1,0,0,0,1,1,0,0,0,17699
332,2016,33113,2.1,0,0,0,1,1,0,0,0,14580
333,2017,19784,2.0,0,0,0,1,0,0,0,1,23990
334,2019,1610,2.0,1,0,0,0,1,0,0,0,28660
335,2017,31326,2.1,0,0,0,1,1,0,0,0,19490
336,2017,32790,2.1,0,0,0,1,1,0,0,0,21770
337,2019,11728,2.0,0,0,0,1,1,0,0,0,25990
338,2019,6282,2.0,1,0,0,0,1,0,0,0,28660
339,2017,41131,2.1,0,0,0,1,1,0,0,0,22590
340,2017,14052,2.1,1,0,0,0,1,0,0,0,22770
341,2015,44929,2.1,1,0,0,0,1,0,0,0,16480
342,2018,10579,2.0,0,0,0,1,1,0,0,0,27698
343,2017,30536,2.0,0,0,0,1,0,0,0,1,16499
344,2019,10985,1.5,0,0,0,1,0,0,0,1,19895
345,2019,11480,2.0,0,0,0,1,1,0,0,0,27595
346,2019,12986,2.0,0,0,0,1,1,0,0,0,25795
347,2019,3984,1.5,0,0,0,1,0,0,0,1,24499
348,2019,8771,2.0,0,0,0,1,0,0,0,1,30495
349,2019,1683,2.0,0,0,0,1,1,0,0,0,29999
350,2018,16347,2.0,0,0,0,1,1,0,0,0,27495
351,2019,6959,1.6,0,1,0,0,0,0,0,1,21795
352,2013,50591,1.6,1,0,0,0,0,0,0,1,9881
353,2015,14480,2.0,0,1,0,0,0,0,0,1,13498
354,2019,10471,2.0,0,0,0,1,1,0,0,0,24450
355,2015,37000,2.1,0,0,0,1,1,0,0,0,17450
356,2016,34000,2.1,0,0,0,1,1,0,0,0,14450
357,2017,22369,2.1,0,0,0,1,1,0,0,0,24990
358,2015,29286,2.1,0,0,0,1,1,0,0,0,16440
359,2014,52500,2.1,0,0,0,1,1,0,0,0,9891
360,2015,26273,2.0,0,0,0,1,0,0,0,1,16998
361,2015,48123,2.1,0,0,0,1,1,0,0,0,16710
362,2017,19779,2.1,1,0,0,0,1,0,0,0,22495
363,2017,39447,2.0,1,0,0,0,0,0,0,1,21565
364,2017,28272,2.0,0,0,0,1,0,0,0,1,21697
365,2016,20972,2.1,0,0,0,1,1,0,0,0,20990
366,2016,21745,2.0,0,0,0,1,0,0,0,1,14770
367,2015,31878,2.1,0,0,0,1,1,0,0,0,13448
368,2014,34382,2.1,0,0,0,1,1,0,0,0,15998
369,2018,12170,2.0,0,0,0,1,1,0,0,0,27498
370,2016,24111,2.0,0,0,0,1,0,1,0,0,19498
371,2017,22888,2.1,0,0,0,1,1,0,0,0,22498
372,2016,14965,2.1,1,0,0,0,1,0,0,0,20105
373,2016,45868,2.1,0,0,0,1,1,0,0,0,14220
374,2017,27637,2.1,0,0,0,1,1,0,0,0,22260
375,2014,32475,2.1,0,0,0,1,1,0,0,0,16990
376,2019,151,3.0,1,0,0,0,0,0,0,1,41880
377,2019,151,2.0,1,0,0,0,1,0,0,0,30990
378,2019,7324,1.5,1,0,0,0,0,0,0,1,28880
379,2019,2501,2.0,1,0,0,0,1,0,0,0,28990
380,2016,33237,2.1,0,0,0,1,1,0,0,0,18700
381,2017,63019,2.1,0,0,0,1,1,0,0,0,17440
382,2016,27306,2.1,0,0,0,1,1,0,0,0,17770
383,2017,34278,2.1,0,0,0,1,1,0,0,0,18433
384,2016,26600,2.1,0,0,0,1,1,0,0,0,21440
385,2017,19155,2.1,0,0,0,1,1,0,0,0,22170
386,2017,31538,2.1,0,0,0,1,1,0,0,0,21115
387,2019,3539,1.6,0,0,0,1,1,0,0,0,21497
388,2019,1287,2.0,0,0,0,1,1,0,0,0,28400
389,2016,25178,2.1,1,0,0,0,1,0,0,0,22765
390,2018,23061,2.1,0,0,0,1,1,0,0,0,22880
391,2019,3761,1.5,1,0,0,0,0,0,0,1,22455
392,2017,22684,2.1,0,0,0,1,1,0,0,0,17330
393,2017,46294,2.1,1,0,0,0,1,0,0,0,18795
394,2016,39656,2.1,0,0,0,1,1,0,0,0,15220
395,2017,13096,2.1,0,0,0,1,1,0,0,0,21440
396,2017,21462,2.1,0,0,0,1,1,0,0,0,20200
397,2018,5232,1.6,0,0,0,1,1,0,0,0,19660
398,2017,15527,2.1,0,0,0,1,1,0,0,0,22990
399,2018,21200,2.1,0,0,0,1,1,0,0,0,22770
400,2018,45335,2.1,0,0,0,1,1,0,0,0,19775
401,2017,9873,2.1,0,0,0,1,1,0,0,0,24660
402,2017,22574,4.0,0,0,0,1,0,0,0,1,33495
403,2019,1705,1.6,0,0,0,1,0,0,0,1,26890
404,2019,2622,1.6,0,0,0,1,0,0,0,1,26885
405,2019,5298,2.0,0,0,0,1,1,0,0,0,34790
406,2017,22994,2.0,0,0,0,1,0,0,0,1,18495
407,2016,30301,2.1,0,0,0,1,1,0,0,0,15699
408,2017,28480,1.6,0,0,0,1,1,0,0,0,18499
409,2018,20087,2.0,0,0,0,1,0,0,0,1,24799
410,2017,11800,2.1,1,0,0,0,1,0,0,0,18995
411,2014,25901,2.1,0,0,0,1,1,0,0,0,15280
412,2014,20417,2.0,1,0,0,0,0,0,0,1,14795
413,2018,14467,2.1,1,0,0,0,1,0,0,0,19840
414,2014,53144,2.1,0,0,0,1,1,0,0,0,13791
415,2017,14346,2.1,0,0,0,1,1,0,0,0,24360
416,2016,35991,2.1,0,0,0,1,1,0,0,0,16990
417,2016,30795,2.1,0,0,0,1,1,0,0,0,17990
418,2014,56958,2.1,0,0,0,1,1,0,0,0,14990
419,2016,26957,1.6,0,0,0,1,1,0,0,0,15990
420,2017,26281,1.6,0,0,0,1,1,0,0,0,16998
421,2016,16723,2.1,0,0,0,1,1,0,0,0,21495
422,2016,14909,2.1,0,0,0,1,1,0,0,0,20995
423,2018,24158,2.1,0,0,0,1,1,0,0,0,20495
424,2019,10605,2.0,0,0,0,1,1,0,0,0,24736
425,2017,12648,2.1,0,0,0,1,1,0,0,0,21595
426,2017,36135,2.1,0,0,0,1,1,0,0,0,21295
427,2016,19488,2.1,0,0,0,1,1,0,0,0,19995
428,2017,23033,2.1,0,0,0,1,1,0,0,0,23495
429,2016,22178,1.6,0,0,0,1,1,0,0,0,15490
430,2017,23400,2.1,0,0,0,1,1,0,0,0,17000
431,2017,22214,2.0,1,0,0,0,0,0,0,1,16402
432,2019,10920,2.1,1,0,0,0,1,0,0,0,20682
433,2018,8673,2.0,0,0,0,1,1,0,0,0,29232
434,2015,39687,2.0,0,0,0,1,0,0,0,1,14698
435,2014,54230,2.1,0,0,0,1,1,0,0,0,14288
436,2018,16974,2.1,0,0,0,1,1,0,0,0,18265
437,2014,14354,2.0,0,0,0,1,0,0,0,1,15971
438,2017,35599,2.0,1,0,0,0,0,0,0,1,19465
439,2017,32632,2.1,0,0,0,1,1,0,0,0,16210
440,2016,35394,2.1,0,0,0,1,1,0,0,0,16990
441,2017,19733,2.0,0,0,0,1,0,0,0,1,20990
442,2016,15511,2.0,0,0,0,1,0,0,0,1,17699
443,2017,41857,2.1,0,0,0,1,1,0,0,0,18495
444,2019,4099,1.5,0,0,0,1,0,0,0,1,28995
445,2016,50995,1.6,1,0,0,0,1,0,0,0,14495
446,2014,45527,2.1,0,0,0,1,1,0,0,0,13950
447,2014,74000,2.1,0,0,0,1,1,0,0,0,12750
448,2016,45907,2.1,1,0,0,0,0,1,0,0,19495
449,2016,38305,2.1,0,0,0,1,1,0,0,0,18995
450,2018,33082,2.1,0,0,0,1,1,0,0,0,19950
451,2017,22424,2.1,0,0,0,1,1,0,0,0,19498
452,2014,46425,2.1,0,0,0,1,1,0,0,0,16360
453,2017,24425,2.1,1,0,0,0,1,0,0,0,16767
454,2014,62448,2.1,0,0,0,1,1,0,0,0,10190
455,2018,39383,2.0,0,0,0,1,0,1,0,0,19298
456,2015,32023,2.1,0,0,0,1,1,0,0,0,15998
457,2016,25202,1.6,0,0,0,1,1,0,0,0,15998
458,2017,28631,2.1,0,0,0,1,1,0,0,0,24698
459,2016,29002,2.1,0,0,0,1,1,0,0,0,14398
460,2014,66140,2.1,0,0,0,1,1,0,0,0,15998
461,2018,33082,2.1,0,0,0,1,1,0,0,0,19950
462,2014,39173,2.1,0,0,0,1,1,0,0,0,11149
463,2018,27000,2.0,0,0,0,1,0,0,0,1,17990
464,2017,17000,2.1,0,0,0,1,1,0,0,0,16490
465,2017,35000,2.0,0,0,0,1,0,1,0,0,18450
466,2015,39877,2.1,0,0,0,1,1,0,0,0,11850
467,2017,14893,1.6,0,0,0,1,1,0,0,0,16350
468,2015,81816,2.0,0,0,0,1,0,0,0,1,10477
469,2018,15408,2.0,0,0,0,1,0,0,0,1,18998
470,2016,40998,2.1,1,0,0,0,1,0,0,0,15870
471,2016,23539,2.1,1,0,0,0,1,0,0,0,16700
472,2017,37293,2.0,0,0,0,1,0,0,0,1,19502
473,2019,7866,2.0,1,0,0,0,1,0,0,0,28332
474,2016,14160,2.1,0,0,0,1,1,0,0,0,17992
475,2019,962,4.0,1,0,0,0,0,0,0,1,49280
476,2019,2695,2.0,1,0,0,0,1,0,0,0,28810
477,2019,7311,2.0,1,0,0,0,0,0,0,1,30000
478,2015,9601,2.0,0,0,0,1,0,0,0,1,17901
479,2017,28735,2.1,0,0,0,1,1,0,0,0,19971
480,2018,10997,2.1,0,0,0,1,1,0,0,0,26281
481,2017,20392,2.1,0,0,0,1,1,0,0,0,17791
482,2016,59208,2.1,1,0,0,0,0,1,0,0,16998
483,2014,39442,2.1,0,0,0,1,1,0,0,0,14498
484,2016,35721,2.1,0,0,0,1,1,0,0,0,16998
485,2015,7976,2.0,1,0,0,0,0,0,0,1,16990
486,2016,29643,2.1,0,0,0,1,1,0,0,0,19798
487,2016,21967,2.0,0,0,0,1,0,0,0,1,16998
488,2017,20000,2.1,0,0,0,1,1,0,0,0,16750
489,2015,32786,2.1,0,0,0,1,1,0,0,0,12880
490,2017,23257,2.1,0,0,0,1,1,0,0,0,18660
491,2016,59625,2.1,0,0,0,1,1,0,0,0,17990
492,2018,12145,2.1,1,0,0,0,1,0,0,0,25882
493,2019,5971,2.0,1,0,0,0,1,0,0,0,29046
494,2019,14895,2.0,0,0,0,1,1,0,0,0,26256
495,2017,5630,1.6,0,0,0,1,1,0,0,0,20498
496,2013,37964,1.6,0,0,0,1,0,0,0,1,11298
497,2017,14077,2.1,0,0,0,1,1,0,0,0,16500
498,2014,40000,2.0,0,0,0,1,0,0,0,1,16990
499,2017,15104,2.1,1,0,0,0,1,0,0,0,25232
500,2018,6061,2.0,1,0,0,0,1,0,0,0,30022
501,2016,34327,2.1,1,0,0,0,1,0,0,0,15952
502,2015,49436,2.1,0,0,0,1,1,0,0,0,15542
503,2019,4604,3.0,0,0,0,1,0,0,0,1,39995
504,2019,10085,2.0,0,0,0,1,1,0,0,0,25995
505,2019,5745,2.0,0,0,0,1,0,0,0,1,26995
