,year,price,mileage,engine_size,Automatic,Manual,OtherTransmission,Semi-Auto,Diesel,Hybrid,OtherFuel,Petrol
1248,2019,26480,15006.0,2.0,0,0,0,1,1,0,0,0
1249,2019,25980,12436.0,1.5,0,0,0,1,0,0,0,1
1250,2019,26980,11423.0,2.0,0,0,0,1,1,0,0,0
1251,2019,25980,12810.0,1.5,0,0,0,1,0,0,0,1
1252,2018,19980,26119.0,2.1,0,0,0,1,1,0,0,0
1253,2019,27980,4833.0,1.6,0,0,0,1,1,0,0,0
1254,2018,24600,8223.0,2.1,0,0,0,1,1,0,0,0
1255,2019,23480,14402.0,2.0,0,0,0,1,1,0,0,0
1256,2016,16690,14314.0,1.6,0,0,0,1,1,0,0,0
1257,2019,23799,5762.0,1.5,1,0,0,0,0,0,0,1
1258,2018,21299,5628.0,2.1,0,0,0,1,1,0,0,0
1259,2017,19795,21000.0,2.1,0,0,0,1,1,0,0,0
1260,2017,19995,36814.0,2.0,0,0,0,1,0,0,0,1
1261,2016,15429,50446.0,1.6,0,0,0,1,1,0,0,0
1262,2019,29495,4999.0,2.0,1,0,0,0,1,0,0,0
1263,2016,21995,13457.0,2.1,0,0,0,1,1,0,0,0
1264,2019,26995,6447.0,2.0,0,0,0,1,1,0,0,0
1265,2014,16999,33593.0,2.1,0,0,0,1,1,0,0,0
1266,2015,18799,37890.0,2.1,0,0,0,1,1,0,0,0
1267,2014,13490,68422.0,2.1,0,0,0,1,1,0,0,0
1268,2013,9990,41842.0,2.1,0,0,0,1,1,0,0,0
1269,2017,18490,46430.0,2.1,0,0,0,1,1,0,0,0
1270,2013,9990,41841.0,2.1,0,0,0,1,1,0,0,0
1271,2014,13490,68422.0,2.1,0,0,0,1,1,0,0,0
1272,2019,40000,4504.0,3.0,0,0,0,1,0,0,0,1
1273,2019,29980,1998.0,1.5,0,0,0,1,0,0,0,1
1274,2019,24680,10795.0,1.5,0,0,0,1,0,0,0,1
1275,2019,20980,13253.0,2.0,0,0,0,1,1,0,0,0
1276,2019,27000,7721.0,2.0,0,0,0,1,0,0,0,1
1277,2019,22980,7442.0,1.5,0,0,0,1,0,0,0,1
1278,2018,33980,13983.0,3.0,0,0,0,1,0,0,0,1
1279,2017,14690,41814.0,1.6,0,1,0,0,1,0,0,0
1280,2019,29496,6052.0,2.0,1,0,0,0,1,0,0,0
1281,2019,23995,10441.0,1.5,0,0,0,1,0,0,0,1
1282,2019,25799,2177.0,1.5,1,0,0,0,0,0,0,1
1283,2019,30899,860.0,1.5,1,0,0,0,0,0,0,1
1284,2019,28499,2646.0,1.5,1,0,0,0,0,0,0,1
1285,2019,29499,1676.0,2.0,1,0,0,0,1,0,0,0
1286,2019,30799,1812.0,1.5,1,0,0,0,0,0,0,1
1287,2019,31999,1097.0,2.0,1,0,0,0,1,0,0,0
1288,2019,26599,1566.0,1.6,1,0,0,0,1,0,0,0
1289,2019,31999,5110.0,2.0,0,0,0,1,0,0,0,1
1290,2019,28299,1142.0,2.0,1,0,0,0,0,0,0,1
1291,2019,28000,584.0,2.0,1,0,0,0,1,0,0,0
1292,2019,27000,1196.0,1.5,1,0,0,0,0,0,0,1
1293,2020,31480,19.0,2.0,0,0,0,1,1,0,0,0
1294,2020,30480,1989.0,2.0,0,0,0,1,1,0,0,0
1295,2019,41500,2317.0,3.0,0,0,0,1,0,0,0,1
1296,2019,44480,1752.0,3.0,0,0,0,1,0,0,0,1
1297,2016,17980,39025.0,2.0,0,0,0,1,0,0,0,1
1298,2017,17480,38546.0,2.1,0,0,0,1,1,0,0,0
1299,2018,19980,3891.0,1.5,0,0,0,1,0,0,0,1
1300,2017,19480,16419.0,2.1,0,0,0,1,1,0,0,0
1301,2017,19680,16852.0,2.1,0,0,0,1,1,0,0,0
1302,2017,19280,43855.0,2.1,0,0,0,1,1,0,0,0
1303,2017,22480,19560.0,2.1,0,0,0,1,1,0,0,0
1304,2019,22980,16302.0,1.5,0,0,0,1,0,0,0,1
1305,2019,23480,10934.0,1.5,0,0,0,1,0,0,0,1
1306,2019,19980,14379.0,1.5,0,0,0,1,0,0,0,1
1307,2020,42980,3999.0,3.0,0,0,0,1,0,0,0,1
1308,2019,19980,14285.0,1.5,0,0,0,1,0,0,0,1
1309,2019,29999,5276.0,2.0,0,0,0,1,1,0,0,0
1310,2019,26479,7578.0,1.5,0,0,0,1,0,0,0,1
1311,2019,19980,13936.0,1.5,0,0,0,1,0,0,0,1
1312,2018,19480,15096.0,2.0,0,0,0,1,1,0,0,0
1313,2019,24980,4737.0,1.5,0,0,0,1,0,0,0,1
1314,2019,24980,6894.0,1.5,0,0,0,1,0,0,0,1
1315,2016,34380,15554.0,3.0,0,0,0,1,0,0,0,1
1316,2018,25280,4944.0,2.1,1,0,0,0,1,0,0,0
1317,2019,30000,9062.0,2.0,0,0,0,1,1,0,0,0
1318,2019,24980,7811.0,1.5,1,0,0,0,0,0,0,1
1319,2016,18480,25845.0,2.1,1,0,0,0,1,0,0,0
1320,2016,17280,44335.0,2.1,0,0,0,1,1,0,0,0
1321,2019,19980,14203.0,1.5,0,0,0,1,0,0,0,1
1322,2019,28980,9477.0,2.0,0,0,0,1,1,0,0,0
1323,2019,22280,19358.0,2.0,0,0,0,1,1,0,0,0
1324,2019,26480,13708.0,2.0,0,0,0,1,1,0,0,0
1325,2019,26480,14636.0,2.0,0,0,0,1,1,0,0,0
1326,2019,25980,14284.0,2.0,0,0,0,1,1,0,0,0
1327,2019,26980,9477.0,2.0,0,0,0,1,1,0,0,0
1328,2019,25780,16900.0,1.5,0,0,0,1,0,0,0,1
1329,2019,19980,14568.0,1.5,0,0,0,1,0,0,0,1
1330,2019,33780,1980.0,1.5,0,0,0,1,0,0,0,1
1331,2019,29980,2986.0,2.0,0,0,0,1,1,0,0,0
1332,2019,31480,2090.0,1.5,0,0,0,1,0,0,0,1
1333,2019,31980,3162.0,1.5,0,0,0,1,0,0,0,1
1334,2019,30500,4010.0,2.0,0,0,0,1,1,0,0,0
1335,2019,30480,4688.0,2.0,0,0,0,1,1,0,0,0
1336,2019,33480,2330.0,2.0,0,0,0,1,1,0,0,0
1337,2019,29980,2190.0,2.0,0,0,0,1,1,0,0,0
1338,2019,29980,2143.0,1.6,0,0,0,1,1,0,0,0
1339,2019,21480,2332.0,1.6,0,1,0,0,0,0,0,1
1340,2016,16980,17259.0,2.1,0,0,0,1,1,0,0,0
1341,2016,16020,11972.0,1.6,0,1,0,0,1,0,0,0
1342,2016,16991,57881.0,2.1,0,0,0,1,1,0,0,0
1343,2018,42525,10467.0,4.0,0,0,0,1,0,0,0,1
1344,2017,21220,32228.0,2.1,0,0,0,1,1,0,0,0
1345,2017,26455,8514.0,2.1,1,0,0,0,1,0,0,0
1346,2015,19825,58873.0,2.1,1,0,0,0,1,0,0,0
1347,2017,21544,16900.0,2.1,1,0,0,0,1,0,0,0
1348,2019,35500,2001.0,2.0,1,0,0,0,1,0,0,0
1349,2019,35250,2001.0,2.0,1,0,0,0,1,0,0,0
1350,2019,31980,1854.0,1.5,0,0,0,1,0,0,0,1
1351,2019,30980,1995.0,2.0,0,0,0,1,1,0,0,0
1352,2019,29480,2998.0,1.5,0,0,0,1,0,0,0,1
1353,2019,39500,3466.0,3.0,0,0,0,1,0,0,0,1
1354,2019,26680,16548.0,1.5,0,0,0,1,0,0,0,1
1355,2016,18780,38436.0,2.0,0,0,0,1,0,1,0,0
1356,2019,33283,6388.0,2.0,1,0,0,0,1,0,0,0
1357,2019,29650,4501.0,2.0,1,0,0,0,1,0,0,0
1358,2019,65000,3398.0,4.0,0,0,0,1,0,0,0,1
1359,2019,29885,6435.0,2.0,1,0,0,0,0,0,0,1
1360,2019,29945,5877.0,2.0,1,0,0,0,0,0,0,1
1361,2017,23965,22919.0,2.0,1,0,0,0,0,0,0,1
1362,2018,27725,13037.0,2.0,1,0,0,0,1,0,0,0
1363,2019,28315,10042.0,2.0,0,0,0,1,1,0,0,0
1364,2016,25290,23274.0,2.0,1,0,0,0,0,0,0,1
1365,2019,28450,4001.0,2.0,1,0,0,0,1,0,0,0
1366,2017,14680,32910.0,2.1,0,1,0,0,1,0,0,0
1367,2017,22980,22894.0,2.0,0,0,0,1,0,0,0,1
1368,2017,19980,22422.0,2.1,0,0,0,1,1,0,0,0
1369,2017,18980,23589.0,2.1,0,0,0,1,1,0,0,0
1370,2017,19980,29198.0,2.1,0,0,0,1,1,0,0,0
1371,2017,24480,19402.0,2.0,1,0,0,0,0,0,0,1
1372,2017,19980,46295.0,2.1,1,0,0,0,1,0,0,0
1373,2016,29780,26057.0,3.0,0,0,0,1,0,0,0,1
1374,2019,29480,34.0,1.5,0,0,0,1,0,0,0,1
1375,2017,24980,18941.0,2.1,1,0,0,0,1,0,0,0
1376,2017,23980,13973.0,2.1,1,0,0,0,1,0,0,0
1377,2019,29500,6643.0,2.0,0,0,0,1,0,0,0,1
1378,2019,27480,5090.0,2.0,0,0,0,1,1,0,0,0
1379,2017,23415,6955.0,2.1,0,0,0,1,1,0,0,0
1380,2019,29500,6922.0,2.0,0,0,0,1,0,0,0,1
1381,2019,23980,13864.0,2.0,0,0,0,1,1,0,0,0
1382,2019,25080,3131.0,1.5,0,0,0,1,0,0,0,1
1383,2019,26980,15275.0,2.0,0,0,0,1,0,0,0,1
1384,2016,16680,45588.0,2.1,0,0,0,1,1,0,0,0
1385,2018,22980,11827.0,2.1,0,0,0,1,1,0,0,0
1386,2019,39000,2857.0,3.0,0,0,0,1,0,0,0,1
1387,2019,29980,3049.0,2.0,0,0,0,1,1,0,0,0
1388,2019,29980,1568.0,1.6,0,0,0,1,1,0,0,0
1389,2017,22980,29909.0,2.1,0,0,0,1,1,0,0,0
1390,2016,18780,40197.0,2.0,0,0,0,1,0,1,0,0
1391,2019,30980,1250.0,2.0,0,0,0,1,1,0,0,0
1392,2018,28480,3748.0,1.5,0,0,0,1,0,0,0,1
1393,2019,20480,14568.0,1.5,0,0,0,1,0,0,0,1
1394,2019,27280,7268.0,1.5,0,0,0,1,0,0,0,1
1395,2019,27980,10982.0,1.5,0,0,0,1,0,0,0,1
1396,2019,24980,7043.0,1.5,0,0,0,1,0,0,0,1
1397,2019,28180,5477.0,2.1,1,0,0,0,1,0,0,0
1398,2019,23680,3436.0,1.5,0,0,0,1,0,0,0,1
1399,2019,44480,9103.0,3.0,0,0,0,1,0,0,0,1
1400,2019,34480,3446.0,1.5,0,0,0,1,0,0,0,1
1401,2019,25780,14843.0,2.0,0,0,0,1,1,0,0,0
1402,2017,21500,9238.0,2.0,0,0,0,1,0,0,0,1
1403,2019,33842,3950.0,2.0,0,0,0,1,0,0,0,1
1404,2019,34987,2791.0,2.0,1,0,0,0,1,0,0,0
1405,2019,44987,1843.0,3.0,1,0,0,0,0,0,0,1
1406,2014,14732,38824.0,2.1,0,0,0,1,1,0,0,0
1407,2018,19056,25833.0,2.0,1,0,0,0,0,0,0,1
1408,2017,20672,22842.0,2.1,0,0,0,1,1,0,0,0
1409,2017,33612,20134.0,3.0,1,0,0,0,0,0,0,1
1410,2017,16991,41603.0,2.1,0,0,0,1,1,0,0,0
1411,2015,19990,37000.0,2.1,0,0,0,1,0,1,0,0
1412,2019,27890,8317.0,2.0,0,0,0,1,1,0,0,0
1413,2015,14490,58502.0,2.1,0,0,0,1,1,0,0,0
1414,2017,18490,25584.0,2.0,0,0,0,1,0,0,0,1
1415,2016,13600,46384.0,2.0,0,1,0,0,0,0,0,1
1416,2018,22980,18285.0,2.1,0,0,0,1,1,0,0,0
1417,2019,44480,1752.0,3.0,0,0,0,1,0,0,0,1
1418,2017,15980,34691.0,2.1,0,1,0,0,1,0,0,0
1419,2019,45980,3999.0,3.0,0,0,0,1,0,0,0,1
1420,2019,29980,8202.0,1.5,0,0,0,1,0,0,0,1
1421,2014,11750,77043.0,2.1,0,0,0,1,1,0,0,0
1422,2014,13290,46078.0,2.0,0,0,0,1,0,0,0,1
1423,2019,29950,9613.0,2.0,0,0,0,1,1,0,0,0
1424,2014,11750,77043.0,2.1,0,0,0,1,1,0,0,0
1425,2019,27990,5550.0,2.0,0,0,0,1,1,0,0,0
1426,2017,16690,30199.0,2.1,0,0,0,1,1,0,0,0
1427,2019,22890,6037.0,1.5,1,0,0,0,0,0,0,1
1428,2019,28990,5450.0,2.0,1,0,0,0,1,0,0,0
1429,2019,19690,13337.0,2.0,1,0,0,0,1,0,0,0
1430,2019,29480,13757.0,1.5,0,0,0,1,0,0,0,1
1431,2015,14500,54000.0,2.1,0,0,0,1,1,0,0,0
1432,2020,35491,2669.0,2.0,0,0,0,1,1,0,0,0
1433,2017,24502,22079.0,2.1,0,0,0,1,1,0,0,0
1434,2017,20491,27993.0,2.1,0,0,0,1,1,0,0,0
1435,2019,41491,2430.0,2.0,1,0,0,0,1,0,0,0
1436,2017,18258,51304.0,2.1,0,0,0,1,1,0,0,0
1437,2015,16341,29963.0,2.1,0,0,0,1,1,0,0,0
1438,2017,40980,22547.0,4.0,0,0,0,1,0,0,0,1
1439,2015,16892,35464.0,2.1,0,0,0,1,1,0,0,0
1440,2014,14992,53600.0,2.1,0,0,0,1,1,0,0,0
1441,2019,22706,6602.0,1.6,1,0,0,0,0,0,0,1
1442,2019,30672,3946.0,2.0,1,0,0,0,1,0,0,0
1443,2017,23111,24698.0,2.0,0,0,0,1,0,0,0,1
1444,2019,26176,9463.0,1.5,0,0,0,1,0,0,0,1
1445,2018,18700,25340.0,2.1,0,0,0,1,1,0,0,0
1446,2017,14307,25820.0,2.0,0,1,0,0,0,0,0,1
1447,2018,18900,23570.0,2.1,1,0,0,0,1,0,0,0
1448,2016,16800,35800.0,2.1,0,0,0,1,1,0,0,0
1449,2015,10090,57843.0,2.1,0,0,0,1,1,0,0,0
1450,2014,12600,52379.0,2.0,1,0,0,0,0,0,0,1
1451,2018,25500,10592.0,2.1,0,0,0,1,1,0,0,0
1452,2017,25092,22700.0,2.1,1,0,0,0,1,0,0,0
1453,2017,23401,11457.0,2.0,0,0,0,1,0,0,0,1
1454,2017,21011,18955.0,2.1,0,0,0,1,1,0,0,0
1455,2017,16911,32390.0,1.6,0,0,0,1,1,0,0,0
1456,2015,15142,48000.0,2.1,0,0,0,1,1,0,0,0
1457,2015,14290,53227.0,2.0,0,0,0,1,0,0,0,1
1458,2019,20990,3239.0,1.6,0,0,0,1,1,0,0,0
1459,2016,14390,36836.0,1.6,0,0,0,1,1,0,0,0
1460,2018,23500,10240.0,2.1,0,0,0,1,1,0,0,0
1461,2019,39995,3560.0,3.0,0,0,0,1,0,0,0,1
1462,2020,29750,3000.0,2.0,1,0,0,0,1,0,0,0
1463,2019,26176,14232.0,1.5,0,0,0,1,0,0,0,1
1464,2019,30976,5552.0,2.0,1,0,0,0,0,0,0,1
1465,2017,15872,30000.0,2.0,0,1,0,0,0,0,0,1
1466,2019,27696,11890.0,1.6,1,0,0,0,1,0,0,0
1467,2017,39336,12157.0,4.0,1,0,0,0,0,0,0,1
1468,2017,31664,19067.0,3.0,1,0,0,0,0,0,0,1
1469,2017,16092,48000.0,2.1,0,0,0,1,1,0,0,0
1470,2019,36350,17009.0,2.0,1,0,0,0,1,0,0,0
1471,2017,23942,30124.0,2.0,1,0,0,0,0,0,0,1
1472,2019,27780,7109.0,1.6,0,0,0,1,1,0,0,0
1473,2019,36420,6650.0,1.6,1,0,0,0,1,0,0,0
1474,2019,36090,6374.0,3.0,1,0,0,0,0,0,0,1
1475,2019,39991,1987.0,2.0,1,0,0,0,0,0,0,1
1476,2019,48491,11347.0,3.0,1,0,0,0,0,0,0,1
1477,2019,38991,4811.0,2.0,1,0,0,0,1,0,0,0
1478,2017,14307,25820.0,2.0,0,1,0,0,0,0,0,1
1479,2018,18450,34650.0,2.1,0,0,0,1,1,0,0,0
1480,2017,14420,33273.0,2.1,0,1,0,0,1,0,0,0
1481,2015,12995,45024.0,2.1,1,0,0,0,1,0,0,0
1482,2015,12999,47709.0,2.1,0,1,0,0,1,0,0,0
1483,2015,12995,22852.0,2.0,0,1,0,0,0,0,0,1
1484,2018,22900,4500.0,1.5,0,0,0,1,0,0,0,1
1485,2019,24495,15674.0,1.6,0,0,0,1,1,0,0,0
1486,2019,24640,11900.0,1.5,1,0,0,0,0,0,0,1
1487,2019,30840,7532.0,2.0,0,0,0,1,0,0,0,1
1488,2019,21340,12836.0,1.5,1,0,0,0,0,0,0,1
1489,2019,24940,15275.0,1.5,0,0,0,1,0,0,0,1
1490,2019,21940,5149.0,1.5,1,0,0,0,0,0,0,1
1491,2019,28940,37.0,2.0,1,0,0,0,0,0,0,1
1492,2016,20503,80612.0,2.0,1,0,0,0,0,0,0,1
1493,2018,22766,4200.0,2.0,1,0,0,0,0,0,0,1
1494,2018,22990,32373.0,2.1,0,0,0,1,1,0,0,0
1495,2017,18890,25066.0,2.1,0,0,0,1,1,0,0,0
1496,2016,22890,20077.0,2.1,0,0,0,1,1,0,0,0
1497,2019,27490,11000.0,2.0,0,0,0,1,1,0,0,0
1498,2016,15890,34499.0,2.1,0,0,0,1,1,0,0,0
1499,2018,33890,9290.0,3.0,0,0,0,1,0,0,0,1
1500,2018,33690,12055.0,4.0,0,0,0,1,0,0,0,1
1501,2019,37790,2200.0,3.0,0,0,0,1,0,0,0,1
1502,2019,26140,11674.0,2.0,0,0,0,1,1,0,0,0
1503,2019,26440,16684.0,1.6,0,0,0,1,1,0,0,0
1504,2017,19240,33022.0,2.1,0,0,0,1,1,0,0,0
1505,2019,30740,7926.0,2.0,0,0,0,1,1,0,0,0
1506,2019,24640,14751.0,2.0,0,0,0,1,1,0,0,0
1507,2017,19995,55842.0,2.0,1,0,0,0,0,0,0,1
1508,2018,19995,19870.0,2.0,0,0,0,1,0,0,0,1
1509,2019,27340,3970.0,2.0,1,0,0,0,0,0,0,1
1510,2017,25000,9507.0,2.0,1,0,0,0,0,0,0,1
1511,2018,23390,16045.0,2.0,0,0,0,1,1,0,0,0
1512,2015,15789,42164.0,2.1,0,0,0,1,1,0,0,0
1513,2017,17490,20000.0,2.1,1,0,0,0,1,0,0,0
1514,2018,34990,19500.0,3.0,1,0,0,0,0,0,0,1
1515,2016,19750,31467.0,2.1,0,0,0,1,1,0,0,0
1516,2017,19000,17329.0,2.1,0,0,0,1,1,0,0,0
1517,2018,20690,15750.0,2.0,0,0,0,1,0,0,0,1
1518,2019,35891,4167.0,2.0,1,0,0,0,1,0,0,0
1519,2015,15135,40312.0,2.0,0,0,0,1,0,0,0,1
1520,2019,28995,3500.0,2.0,1,0,0,0,1,0,0,0
1521,2019,31495,3500.0,2.0,1,0,0,0,1,0,0,0
1522,2020,39994,2499.0,2.0,0,0,0,1,1,0,0,0
1523,2020,39994,2499.0,2.0,0,0,0,1,1,0,0,0
1524,2019,24995,3485.0,1.5,1,0,0,0,0,0,0,1
1525,2019,28395,3610.0,2.0,0,0,0,1,0,0,0,1
1526,2019,25494,4158.0,1.5,1,0,0,0,0,0,0,1
1527,2018,24994,9009.0,2.0,0,0,0,1,0,0,0,1
1528,2018,23995,12137.0,2.1,0,0,0,1,1,0,0,0
1529,2017,21950,25270.0,2.1,0,0,0,1,0,1,0,0
1530,2018,49990,19870.0,4.0,0,0,0,1,0,0,0,1
1531,2017,23400,35270.0,2.1,0,0,0,1,1,0,0,0
1532,2017,21958,14105.0,2.1,0,0,0,1,1,0,0,0
1533,2015,18500,8940.0,2.1,1,0,0,0,1,0,0,0
1534,2015,15495,21064.0,2.0,0,0,0,1,0,0,0,1
1535,2015,15890,54000.0,2.1,0,0,0,1,1,0,0,0
1536,2019,26990,1237.0,1.5,0,0,0,1,0,0,0,1
1537,2016,18490,36688.0,1.6,0,0,0,1,1,0,0,0
1538,2019,24490,6877.0,2.1,0,0,0,1,1,0,0,0
1539,2016,21500,37188.0,2.1,0,0,0,1,1,0,0,0
1540,2019,23490,10530.0,1.5,0,0,0,1,0,0,0,1
1541,2017,22995,21590.0,2.0,0,0,0,1,0,0,0,1
1542,2018,24890,7859.0,2.0,0,0,0,1,0,0,0,1
1543,2015,14150,60597.0,2.1,0,0,0,1,1,0,0,0
1544,2016,15000,32254.0,1.6,0,1,0,0,1,0,0,0
1545,2016,22495,25399.0,2.1,0,0,0,1,1,0,0,0
1546,2017,19495,23136.0,2.1,0,0,0,1,1,0,0,0
1547,2017,22395,26853.0,2.1,0,0,0,1,1,0,0,0
1548,2017,19495,17257.0,2.0,0,0,0,1,0,0,0,1
1549,2017,14995,48054.0,2.1,1,0,0,0,1,0,0,0
1550,2016,18995,9098.0,2.1,0,1,0,0,1,0,0,0
1551,2019,28995,4499.0,2.0,1,0,0,0,1,0,0,0
1552,2019,26940,4600.0,2.0,1,0,0,0,1,0,0,0
1553,2019,25440,8763.0,2.0,0,0,0,1,1,0,0,0
1554,2019,23740,13046.0,2.0,0,0,0,1,1,0,0,0
1555,2016,17440,25374.0,2.1,1,0,0,0,1,0,0,0
1556,2019,30240,4999.0,2.0,1,0,0,0,1,0,0,0
1557,2019,28150,1999.0,1.5,1,0,0,0,0,0,0,1
1558,2019,32940,4999.0,1.5,1,0,0,0,0,0,0,1
1559,2019,31740,4999.0,2.0,1,0,0,0,1,0,0,0
1560,2019,30450,4999.0,2.0,1,0,0,0,1,0,0,0
1561,2019,32540,2960.0,2.0,1,0,0,0,1,0,0,0
1562,2019,35891,4721.0,2.0,1,0,0,0,1,0,0,0
1563,2016,21991,32924.0,2.1,0,0,0,1,1,0,0,0
1564,2017,21111,24900.0,2.1,0,0,0,1,1,0,0,0
1565,2018,18171,35517.0,2.0,0,0,0,1,0,0,0,1
1566,2019,24202,8252.0,1.5,1,0,0,0,0,0,0,1
1567,2019,30436,10335.0,2.0,1,0,0,0,1,0,0,0
1568,2019,31216,4463.0,2.0,1,0,0,0,1,0,0,0
1569,2019,28466,4938.0,2.0,1,0,0,0,1,0,0,0
1570,2019,26396,14107.0,2.0,0,0,0,1,1,0,0,0
1571,2020,30990,2780.0,2.0,0,0,0,1,1,0,0,0
1572,2019,27990,5824.0,1.6,1,0,0,0,1,0,0,0
1573,2019,28990,4824.0,2.0,1,0,0,0,1,0,0,0
1574,2019,24990,7419.0,2.0,0,0,0,1,1,0,0,0
1575,2019,25490,10079.0,1.5,0,0,0,1,0,0,0,1
1576,2019,21290,14640.0,2.0,0,0,0,1,1,0,0,0
1577,2018,24990,10010.0,1.5,0,0,0,1,0,0,0,1
1578,2019,23990,9160.0,1.5,0,0,0,1,0,0,0,1
1579,2015,16990,36798.0,2.1,0,0,0,1,1,0,0,0
1580,2018,26890,14085.0,2.0,0,0,0,1,1,0,0,0
1581,2017,18632,45595.0,2.0,0,0,0,1,0,1,0,0
1582,2019,30666,10062.0,2.0,1,0,0,0,1,0,0,0
1583,2019,31876,9339.0,2.0,0,0,0,1,1,0,0,0
1584,2019,26866,5019.0,1.5,1,0,0,0,0,0,0,1
1585,2019,28825,8351.0,2.0,0,0,0,1,1,0,0,0
1586,2018,21492,10267.0,2.1,0,0,0,1,1,0,0,0
1587,2019,29386,8013.0,1.5,1,0,0,0,0,0,0,1
1588,2018,23522,15488.0,1.5,0,0,0,1,0,0,0,1
1589,2017,18801,14812.0,1.6,0,0,0,1,1,0,0,0
1590,2017,18495,18758.0,2.0,0,0,0,1,0,0,0,1
1591,2019,26450,8439.0,1.6,0,0,0,1,1,0,0,0
1592,2018,19495,11828.0,2.1,0,0,0,1,1,0,0,0
1593,2019,32500,6877.0,2.0,0,0,0,1,0,0,0,1
1594,2020,54000,250.0,3.0,0,0,0,1,0,0,0,1
1595,2018,25750,6983.0,2.1,0,0,0,1,1,0,0,0
1596,2019,19750,13695.0,2.0,0,0,0,1,1,0,0,0
1597,2019,26995,11980.0,2.0,0,0,0,1,1,0,0,0
1598,2018,27950,10179.0,2.0,0,0,0,1,1,0,0,0
1599,2019,32026,11471.0,2.0,1,0,0,0,1,0,0,0
1600,2018,24222,9305.0,2.1,0,0,0,1,1,0,0,0
1601,2019,28390,7050.0,2.0,0,0,0,1,0,0,0,1
1602,2019,25890,4074.0,1.5,1,0,0,0,0,0,0,1
1603,2019,19980,13924.0,1.5,0,0,0,1,0,0,0,1
1604,2019,25980,11581.0,2.0,0,0,0,1,1,0,0,0
1605,2019,27980,3846.0,1.6,0,0,0,1,1,0,0,0
1606,2018,27980,2075.0,1.5,1,0,0,0,0,0,0,1
1607,2019,29480,6096.0,1.5,0,0,0,1,0,0,0,1
1608,2019,42900,10204.0,3.0,0,0,0,1,0,0,0,1
1609,2019,37500,10261.0,3.0,0,0,0,1,0,0,0,1
1610,2019,27500,4396.0,2.0,0,0,0,1,1,0,0,0
1611,2019,29000,4998.0,2.0,0,0,0,1,0,0,0,1
1612,2019,36980,8610.0,3.0,0,0,0,1,0,0,0,1
1613,2017,21362,16093.0,2.1,0,0,0,1,1,0,0,0
1614,2019,31346,3001.0,2.0,1,0,0,0,0,0,0,1
1615,2018,38123,8233.0,3.0,1,0,0,0,0,0,0,1
1616,2018,28842,10879.0,2.0,0,0,0,1,1,0,0,0
1617,2019,27250,10871.0,2.0,0,0,0,1,1,0,0,0
1618,2019,27490,3098.0,2.0,1,0,0,0,0,0,0,1
1619,2019,32890,4025.0,2.0,0,0,0,1,0,0,0,1
1620,2019,30490,4759.0,2.0,1,0,0,0,1,0,0,0
1621,2019,30490,5144.0,2.0,1,0,0,0,1,0,0,0
1622,2019,28990,1544.0,2.0,1,0,0,0,1,0,0,0
1623,2019,53990,2225.0,4.0,1,0,0,0,0,0,0,1
1624,2020,65990,999.0,4.0,0,0,0,1,0,0,0,1
1625,2015,17690,32019.0,2.1,1,0,0,0,1,0,0,0
1626,2019,32995,24.0,2.0,0,0,0,1,0,0,0,1
1627,2018,26595,11522.0,2.0,0,0,0,1,1,0,0,0
1628,2018,21695,8090.0,1.5,1,0,0,0,0,0,0,1
1629,2018,36495,5983.0,3.0,1,0,0,0,0,0,0,1
1630,2017,14645,42104.0,2.1,1,0,0,0,1,0,0,0
1631,2016,31945,34765.0,3.0,1,0,0,0,0,0,0,1
1632,2017,30745,16274.0,3.0,1,0,0,0,0,0,0,1
1633,2016,17399,53000.0,2.1,0,0,0,1,1,0,0,0
1634,2019,37321,50.0,1.6,1,0,0,0,1,0,0,0
1635,2019,38521,50.0,2.0,1,0,0,0,1,0,0,0
1636,2019,26995,9.0,1.6,0,0,0,1,1,0,0,0
1637,2019,42895,4829.0,3.0,1,0,0,0,0,0,0,1
1638,2019,32495,7499.0,1.5,0,0,0,1,0,0,0,1
1639,2017,16995,33219.0,2.1,1,0,0,0,1,0,0,0
1640,2019,23016,7264.0,1.5,1,0,0,0,0,0,0,1
1641,2019,26876,901.0,1.5,1,0,0,0,0,0,0,1
1642,2019,35068,11226.0,1.5,0,0,0,1,0,0,0,1
1643,2020,46800,4384.0,2.0,0,0,0,1,0,1,0,0
1644,2017,18896,16323.0,2.1,0,0,0,1,1,0,0,0
1645,2014,15499,34527.0,2.1,0,0,0,1,1,0,0,0
1646,2019,28995,5650.0,2.1,1,0,0,0,1,0,0,0
1647,2019,29995,1.0,2.0,0,0,0,1,1,0,0,0
1648,2019,30995,1.0,2.0,0,0,0,1,1,0,0,0
1649,2019,26995,1.0,1.6,0,0,0,1,1,0,0,0
1650,2019,27995,7396.0,2.0,1,0,0,0,1,0,0,0
1651,2019,29995,9.0,2.0,0,0,0,1,0,0,0,1
1652,2019,27950,6004.0,2.0,0,0,0,1,1,0,0,0
1653,2016,16950,24080.0,2.0,1,0,0,0,0,0,0,1
1654,2019,40924,5325.0,2.0,1,0,0,0,0,0,0,1
1655,2015,17030,32673.0,2.1,1,0,0,0,1,0,0,0
1656,2018,26060,8299.0,1.5,1,0,0,0,0,0,0,1
1657,2019,30890,4390.0,2.0,1,0,0,0,0,0,0,1
